start,stop,executionTime,blockNumber,newStart
1597316752.16,1597316755,2.83999991416931,24,0
1597316752.183,1597316755,2.81699991226196,24,0.023000001907349
1597316752.184,1597316755,2.81599998474121,24,0.023999929428101
1597316752.184,1597316755,2.81599998474121,24,0.023999929428101
1597316752.186,1597316755,2.81399989128113,24,0.026000022888184
1597316752.186,1597316755,2.81399989128113,24,0.026000022888184
1597316752.186,1597316755,2.81399989128113,24,0.026000022888184
1597316752.191,1597316755,2.80900001525879,24,0.030999898910523
1597316752.192,1597316755,2.80800008773804,24,0.031999826431275
1597316752.192,1597316755,2.80800008773804,24,0.031999826431275
1597316752.196,1597316755,2.80399990081787,24,0.036000013351441
1597316752.196,1597316755,2.80399990081787,24,0.036000013351441
1597316752.196,1597316755,2.80399990081787,24,0.036000013351441
1597316752.196,1597316755,2.80399990081787,24,0.036000013351441
1597316752.197,1597316755,2.80299997329712,24,0.036999940872192
1597316752.198,1597316755,2.80200004577637,24,0.037999868392944
1597316752.198,1597316755,2.80200004577637,24,0.037999868392944
1597316752.199,1597316755,2.80100011825562,24,0.038999795913696
1597316752.2,1597316755,2.79999995231628,24,0.039999961853027
1597316752.203,1597316755,2.79699993133545,24,0.042999982833862
1597316752.204,1597316755,2.7960000038147,24,0.043999910354614
1597316752.204,1597316755,2.7960000038147,24,0.043999910354614
1597316752.205,1597316755,2.79500007629395,24,0.044999837875366
1597316752.207,1597316755,2.79299998283386,24,0.046999931335449
1597316752.207,1597316755,2.79299998283386,24,0.046999931335449
1597316752.208,1597316755,2.79200005531311,24,0.047999858856201
1597316752.208,1597316755,2.79200005531311,24,0.047999858856201
1597316752.209,1597316755,2.79099988937378,24,0.049000024795532
1597316752.209,1597316755,2.79099988937378,24,0.049000024795532
1597316752.209,1597316755,2.79099988937378,24,0.049000024795532
1597316752.21,1597316755,2.78999996185303,24,0.049999952316284
1597316752.21,1597316755,2.78999996185303,24,0.049999952316284
1597316752.212,1597316755,2.78800010681152,24,0.051999807357788
1597316752.213,1597316755,2.78699994087219,24,0.052999973297119
1597316752.213,1597316755,2.78699994087219,24,0.052999973297119
1597316752.214,1597316755,2.78600001335144,24,0.053999900817871
1597316752.218,1597316755,2.78200006484985,24,0.057999849319458
1597316752.218,1597316755,2.78200006484985,24,0.057999849319458
1597316752.219,1597316755,2.78099989891052,24,0.059000015258789
1597316752.219,1597316755,2.78099989891052,24,0.059000015258789
1597316752.219,1597316755,2.78099989891052,24,0.059000015258789
1597316752.22,1597316755,2.77999997138977,24,0.059999942779541
1597316752.22,1597316755,2.77999997138977,24,0.059999942779541
1597316752.221,1597316755,2.77900004386902,24,0.060999870300293
1597316752.221,1597316755,2.77900004386902,24,0.060999870300293
1597316752.222,1597316755,2.77800011634827,24,0.061999797821045
1597316752.223,1597316755,2.77699995040894,24,0.062999963760376
1597316752.224,1597316755,2.77600002288818,24,0.063999891281128
1597316752.224,1597316755,2.77600002288818,24,0.063999891281128
1597316752.225,1597316755,2.77500009536743,24,0.06499981880188
1597316752.225,1597316755,2.77500009536743,24,0.06499981880188
1597316752.226,1597316755,2.7739999294281,24,0.065999984741211
1597316752.226,1597316755,2.7739999294281,24,0.065999984741211
1597316752.226,1597316755,2.7739999294281,24,0.065999984741211
1597316752.226,1597316755,2.7739999294281,24,0.065999984741211
1597316752.226,1597316755,2.7739999294281,24,0.065999984741211
1597316752.231,1597316755,2.76900005340576,24,0.07099986076355
1597316752.232,1597316755,2.76799988746643,24,0.072000026702881
1597316752.234,1597316755,2.76600003242493,24,0.073999881744385
1597316752.236,1597316755,2.76399993896484,24,0.075999975204468
1597316752.236,1597316755,2.76399993896484,24,0.075999975204468
1597316752.239,1597316755,2.76099991798401,24,0.078999996185303
1597316752.24,1597316755,2.75999999046326,24,0.079999923706055
1597316752.242,1597316755,2.75799989700317,24,0.082000017166138
1597316752.243,1597316755,2.75699996948242,24,0.08299994468689
1597316752.246,1597316755,2.75399994850159,24,0.085999965667725
1597316752.25,1597316755,2.75,24,0.089999914169312
1597316752.253,1597316755,2.74699997901916,24,0.092999935150147
1597316752.254,1597316755,2.74600005149841,24,0.093999862670899
1597316752.255,1597316755,2.74499988555908,24,0.09500002861023
