start,stop,executionTime,blockNumber,newStart
1597332877.418,1597332880,2.58200001716614,15,0
1597332877.424,1597332880,2.57599997520447,15,0.00600004196167
1597332877.424,1597332880,2.57599997520447,15,0.00600004196167
1597332877.427,1597332880,2.57299995422363,15,0.009000062942505
1597332877.427,1597332880,2.57299995422363,15,0.009000062942505
1597332877.428,1597332880,2.57200002670288,15,0.009999990463257
1597332877.428,1597332880,2.57200002670288,15,0.009999990463257
1597332877.429,1597332880,2.57100009918213,15,0.010999917984009
1597332877.43,1597332880,2.5699999332428,15,0.01200008392334
1597332877.431,1597332880,2.56900000572205,15,0.013000011444092
1597332877.432,1597332880,2.56800007820129,15,0.013999938964844
1597332877.432,1597332880,2.56800007820129,15,0.013999938964844
1597332877.433,1597332880,2.56699991226196,15,0.015000104904175
1597332877.433,1597332880,2.56699991226196,15,0.015000104904175
1597332877.434,1597332880,2.56599998474121,15,0.016000032424927
1597332877.435,1597332880,2.56500005722046,15,0.016999959945679
1597332877.436,1597332880,2.56399989128113,15,0.01800012588501
1597332877.443,1597332880,2.55699992179871,15,0.025000095367432
1597332877.443,1597332880,2.55699992179871,15,0.025000095367432
1597332877.443,1597332880,2.55699992179871,15,0.025000095367432
1597332877.443,1597332880,2.55699992179871,15,0.025000095367432
1597332877.443,1597332880,2.55699992179871,15,0.025000095367432
1597332877.443,1597332880,2.55699992179871,15,0.025000095367432
1597332877.444,1597332880,2.55599999427795,15,0.026000022888184
1597332877.445,1597332880,2.5550000667572,15,0.026999950408936
1597332877.446,1597332880,2.55399990081787,15,0.028000116348267
1597332877.447,1597332880,2.55299997329712,15,0.029000043869019
1597332877.448,1597332880,2.55200004577637,15,0.029999971389771
1597332877.451,1597332880,2.54900002479553,15,0.032999992370606
1597332877.454,1597332880,2.5460000038147,15,0.036000013351441
1597332877.457,1597332880,2.54299998283386,15,0.039000034332275
1597332877.46,1597332880,2.53999996185303,15,0.04200005531311
1597332877.46,1597332880,2.53999996185303,15,0.04200005531311
1597332877.46,1597332880,2.53999996185303,15,0.04200005531311
1597332877.462,1597332880,2.53800010681152,15,0.043999910354614
1597332877.463,1597332880,2.53699994087219,15,0.045000076293945
1597332877.463,1597332880,2.53699994087219,15,0.045000076293945
1597332877.472,1597332880,2.52800011634827,15,0.053999900817871
1597332877.478,1597332880,2.5220000743866,15,0.059999942779541
1597332877.479,1597332880,2.52099990844727,15,0.061000108718872
1597332878.101,1597332880,1.8989999294281,15,0.683000087738037
1597332878.108,1597332880,1.89199995994568,15,0.690000057220459
1597332878.111,1597332880,1.88899993896484,15,0.693000078201294
1597332878.112,1597332880,1.88800001144409,15,0.694000005722046
1597332878.113,1597332880,1.88700008392334,15,0.694999933242798
1597332878.113,1597332880,1.88700008392334,15,0.694999933242798
1597332878.114,1597332880,1.88599991798401,15,0.696000099182129
1597332878.114,1597332880,1.88599991798401,15,0.696000099182129
1597332878.114,1597332880,1.88599991798401,15,0.696000099182129
1597332878.116,1597332880,1.88400006294251,15,0.697999954223633
1597332878.117,1597332880,1.88299989700317,15,0.699000120162964
1597332878.119,1597332880,1.88100004196167,15,0.700999975204468
1597332878.119,1597332880,1.88100004196167,15,0.700999975204468
1597332878.119,1597332880,1.88100004196167,15,0.700999975204468
1597332878.12,1597332880,1.88000011444092,15,0.70199990272522
1597332878.121,1597332880,1.87899994850159,15,0.703000068664551
1597332878.126,1597332880,1.87400007247925,15,0.70799994468689
1597332878.128,1597332880,1.87199997901917,15,0.710000038146973
1597332878.128,1597332880,1.87199997901917,15,0.710000038146973
1597332878.129,1597332880,1.87100005149841,15,0.710999965667725
1597332878.129,1597332880,1.87100005149841,15,0.710999965667725
1597332878.129,1597332880,1.87100005149841,15,0.710999965667725
1597332878.13,1597332880,1.86999988555908,15,0.712000131607056
1597332878.131,1597332880,1.86899995803833,15,0.713000059127808
1597332878.133,1597332880,1.86700010299683,15,0.714999914169312
1597332878.133,1597332880,1.86700010299683,15,0.714999914169312
1597332878.135,1597332880,1.86500000953674,15,0.717000007629395
1597332878.136,1597332880,1.86400008201599,15,0.717999935150147
1597332878.137,1597332880,1.86299991607666,15,0.719000101089478
1597332878.139,1597332880,1.86100006103516,15,0.720999956130981
1597332878.145,1597332880,1.85500001907349,15,0.726999998092651
1597332878.145,1597332880,1.85500001907349,15,0.726999998092651
1597332878.146,1597332880,1.85400009155273,15,0.727999925613403
1597332878.148,1597332880,1.85199999809265,15,0.730000019073486
1597332878.148,1597332880,1.85199999809265,15,0.730000019073486
1597332878.149,1597332880,1.8510000705719,15,0.730999946594238
1597332878.149,1597332880,1.8510000705719,15,0.730999946594238
1597332878.16,1597332880,1.83999991416931,15,0.742000102996826
1597332878.164,1597332880,1.83599996566772,15,0.746000051498413
1597332878.164,1597332880,1.83599996566772,15,0.746000051498413
